Type,Key,Summary,Resolution Date,Open,NEW!,Investigation,Ready for Refinement,On Hold,Waiting for Answer,In Progress,Code review,Ready for Testing,In Testing,Pending,Canceled,Done,,,,,,
,PAYLYNX-804,Implement monitoring for usage limit between critical IT services,,7920.48h,,,,,,,,,,,,,,,,,,
Spike,PAYLYNX-803,Add retry for failed refund after internal failure,,7921.40h,,,,,,,,,,,,,,,,,,
,PAYLYNX-802,"please unblock V008 usage for LV merchant till 30.06, merchant ID: REFEREND",,,0.17h,0.07h,,,985.62h,,,,,,,6936.15h,,,,,,
,PAYLYNX-801,Migrate MBBL monitor/robots to 009,12/10/25,4566.85h,,,,,,,,,,,3332.52h,,,,,,,
,PAYLYNX-800,closing ID,,,0.12h,,,,,,,,,,,7942.02h,,,,,,
,PAYLYNX-799,fee account,,,2.28h,,,,1003.70h,,,,,,,6936.17h,,,,,,
,PAYLYNX-798,"Testing task , label change, double acceptance",6/2/25,0.00h,,,,,,0.00h,0.00h,0.00h,2.53h,,,7939.65h,,,,,,
Test,PAYLYNX-797,Core DEV DB migration to Frankfurt week 26,,5.37h,,,,,,,,,,,7940.33h,,,,,,,
,PAYLYNX-796,Warden vulnerabilty in XML,,4.53h,,,,,,1.70h,18.28h,8.83h,0.00h,,,7912.40h,,,,,,
,PAYLYNX-795,"Fee Calculation , errors, report is missing",,95.10h,,,,,,174.62h,66.00h,26.65h,5.85h,,,7577.52h,,,,,,
,PAYLYNX-794,merchant ID: EPLV_DAUTRANS,,,2.08h,,,,,,,,,,,7945.13h,,,,,,
Production bug,PAYLYNX-793,Without header for some devices obstructed view visibility is limited,6/3/25,70.95h,,,,,,1.32h,1.37h,16.40h,6.02h,,,7916.45h,,,,,,
,PAYLYNX-792,Debtor IBAN missing in Urbo bank payment,,,71.03h,1010.65h,,,0.00h,,,,,,,6936.70h,,,,,,
,PAYLYNX-791,Verify if balance decimal precision is shown correctly,5/30/25,1.58h,,,,,,0.00h,0.00h,0.00h,19.43h,,,8018.47h,,,,,,
,PAYLYNX-790,What is wrong with Payment,,,1.50h,24.93h,,,,,,,,,,8013.32h,,,,,,
,PAYLYNX-789,"Payment is in executed status, but funds are not settled to merchant's account",7/14/25,,1.87h,1102.80h,,,,,,,,,,6912.43h,,,,,,
,PAYLYNX-788,EXP: SETTLED notification not reaching from NC,6/3/25,0.03h,,,,,,115.42h,,19.75h,0.12h,,,7919.02h,,,,,,
,PAYLYNX-787,Polishing Refund swagger documentation before release to public,6/20/25,361.85h,,,,,,139.25h,3.27h,1.52h,44.62h,,,7513.98h,,,,,,
,PAYLYNX-786,Telehansa accounts for internal/external tests,,,27.28h,,,,,,,,,,,8039.83h,,,,,,
,PAYLYNX-785,allow 009 version in new agreement,,,1.20h,,,,,,,,,,,8085.70h,,,,,,
,PAYLYNX-784,STAR: improve Refund related labels,6/20/25,473.77h,,,,,,132.43h,16.47h,19.77h,166.72h,,,7370.52h,,,,,,
,PAYLYNX-783,Disable Open Query,,,2.80h,,,,,,,,,,,8181.83h,,,,,,
,PAYLYNX-782,009 acceptane for API agreement,,,0.20h,,,,,,,,,,,8184.75h,,,,,,
,PAYLYNX-781,ID: APOLLO_PAY problem,,0.25h,0.38h,118.33h,,,0.00h,,,,,,,8066.63h,,,,,,
,PAYLYNX-780,MTÜ RÕÕMSAD HÜPPED banklink problem and today HELGE KOOL MTÜ problem,,,0.18h,,,,,,,,,,,8206.88h,,,,,,
,PAYLYNX-779,Report of resident and non-resident payments in LV,,,621.38h,,,,,,,,,,,7607.12h,,,,,,
,PAYLYNX-778,Warden Alerts are apamming OC,,1.47h,,,,,,0.00h,19.23h,2.17h,0.00h,0.00h,,8209.23h,,,,,,
,PAYLYNX-777,Core renovate failed,5/22/25,3.55h,,,,,,0.00h,17.40h,2.15h,,,,8209.27h,,,,,,
,PAYLYNX-776,"Exp, connection timeouts",5/20/25,0.08h,,,,,,0.33h,0.00h,0.00h,0.43h,,,8250.73h,,,,,,
,PAYLYNX-775,merchant ID: FANS,,,694.07h,,,,,,,,,,,7557.72h,,,,,,
,PAYLYNX-774,"Warden , change status for payment ,doesn't work",,199.02h,,,,,,73.20h,,32.28h,29.65h,,,7919.15h,,,,,,
,PAYLYNX-773,API?,,,3.22h,,,,1318.15h,,,,,,,6935.52h,,,,,,
,PAYLYNX-772,Core PROD DB migration to Frankfurt,,8280.98h,,,,,,,,,,,,,,,,,,
,PAYLYNX-771,Core DEV DB migration to Frankfurt week 26,7/25/25,937.57h,,,,,,3.82h,,,,665.85h,,6673.93h,,,,,,
Test,PAYLYNX-770,Core TEST DB migration to Frankfurt,10/29/25,3437.85h,,,,,,289.07h,,,24.33h,167.78h,,4362.15h,,,,,,
,PAYLYNX-769,MB Core: in refund table fill merchantId and country fields,5/28/25,287.68h,,,,,,,,,,,8065.40h,,,,,,,
,PAYLYNX-768,Merchant ID: BPARADIZE,,,90.93h,,,,2.13h,,,,,,,8278.82h,,,,,,
,PAYLYNX-767,Test OpenBanking fix for reading user settings to hide account balance,7/31/25,1867.77h,,,,,,0.00h,0.00h,0.00h,1.47h,,,6528.72h,,,,,,
,PAYLYNX-766,fix UI test,5/15/25,0.02h,,,,,,0.63h,20.07h,0.50h,0.02h,,,8377.22h,,,,,,
,PAYLYNX-765,Merchant ID: KURSI,,,3.93h,,,,525.58h,,,,,,,7871.87h,,,,,,
,PAYLYNX-764,Refund: improve daily limit calculation by excluding failed Refund attempts,6/17/25,192.05h,,,,,,188.05h,164.85h,0.62h,295.23h,,,7578.90h,,,,,,
,PAYLYNX-763,changing certificates,,,0.87h,,,,139.48h,,,,,,,8280.90h,,,,,,
,PAYLYNX-762,Report to support business on migration - 23rd of May,5/27/25,229.20h,,,,,,0.90h,,109.38h,,,,8085.62h,,,,,,
,PAYLYNX-761,SKYTECH1 MBBL,,2906.27h,,,,,,,,,,,5521.07h,,,,,,,
,PAYLYNX-760,Fix reported data quality issues for MDM Agreement summary,6/6/25,549.38h,,,,,,51.60h,0.00h,0.00h,0.00h,,,7842.55h,,,,,,
,PAYLYNX-759,Remove pdf from payment status page for PR/MRQ,6/3/25,381.67h,,,,,,120.47h,7.57h,17.18h,0.82h,,,7921.23h,,,,,,
,PAYLYNX-758,ibank: Change ŠB name to Artea in donation page,5/13/25,23.00h,,,,,,0.73h,,0.00h,,,,8425.65h,,,,,,
,PAYLYNX-757,Adapt for HUB changes for Luminor Instant payment,,8514.97h,,,,,,,,,,,,,,,,,,
,PAYLYNX-756,when this ID was used last time,,,65.77h,,,,73.40h,,,,,,,8377.43h,,,,,,
,PAYLYNX-755,problems with payments,,,0.20h,73.80h,,,1510.53h,,,,,,,6936.18h,,,,,,
,PAYLYNX-754,downgrade openapi_version to 2.8.5,9/16/25,3125.52h,,,,,,,,,,,,5397.98h,,,,,,
,PAYLYNX-753,"MBBL LT, merchant ID- FAKTO",7/14/25,,0.20h,1.63h,,,1604.72h,,,,,,,6912.22h,,,,,,
,PAYLYNX-752,Investigate how to setup deletion rule for logs in Logread,9/4/25,2805.25h,,,,,,20.28h,46.00h,,,,,5690.65h,,,,,,
,PAYLYNX-751,Implement MBBL Andromeda logs to Logread,9/24/25,1702.57h,,,,,,1632.20h,,,,17.55h,,5209.98h,,,,,,
,PAYLYNX-750,Ibank sonar issues,5/14/25,2.03h,,,,,,55.42h,63.17h,3.45h,39.60h,,,8402.50h,,,,,,
,PAYLYNX-749,Failed Citadele LT payment,,0.00h,,,,,,,,,,,8566.62h,,,,,,,
,PAYLYNX-748,Release Warden application to PROD,5/21/25,147.28h,,,,,,188.03h,,,,,,8233.28h,,,,,,
,PAYLYNX-747,Console: in test environment direct links to Star (LT and LV) are not working,,0.23h,,,,,,50.58h,67.98h,0.00h,2.78h,,,8448.57h,,,,,,
,PAYLYNX-746,when this ID was used last time,,,1.37h,,,,191.63h,,,,,,,8377.48h,,,,,,
,PAYLYNX-745,Order old DB deletion - PROD,4/3/26,7859.60h,,,,,,50.50h,,36.30h,0.43h,,,624.68h,,,,,,
,PAYLYNX-744,Migrate to new DB server in STO part2 - PROD,1/15/26,6079.35h,,,,,,,,,,,2492.22h,,,,,,,
,PAYLYNX-743,Migrate to new DB server in STO part2 - TEST,7/16/25,1682.60h,,,,,,,,,,,6888.97h,,,,,,,
,PAYLYNX-742,Migrate to new DB server in STO - PROD - 19-20FEB,2/20/26,5405.65h,,,,,,506.07h,,4.23h,0.00h,1029.85h,,1625.75h,,,,,,
,PAYLYNX-741,Migrate to new DB server in STO part1 - TEST,7/16/25,1351.28h,,,,,,330.97h,,,,,,6889.33h,,,,,,
,PAYLYNX-740,Order new DB server to Stockholm DC - PROD,7/30/25,1705.35h,,,,,,293.75h,,18.22h,,,,6554.28h,,,,,,
,PAYLYNX-739,Order new DB server to Stockholm DC - TEST,7/1/25,1011.48h,,,,,,315.70h,,0.00h,,,,7244.42h,,,,,,
,PAYLYNX-738,EXP technical error for status,5/12/25,7.73h,,,,,,48.80h,71.15h,0.38h,8.90h,,,8442.12h,,,,,,
,PAYLYNX-737,EXP unmapped errors,5/13/25,7.90h,,,,,,56.67h,63.25h,27.62h,2.63h,,,8421.17h,,,,,,
,PAYLYNX-736,URL,,,1.60h,,,,1653.95h,,,,,,,6935.52h,,,,,,
,PAYLYNX-735,SQL error,5/6/25,0.42h,,,,,,5.42h,0.00h,0.00h,3.28h,,,8584.18h,,,,,,
,PAYLYNX-734,closing ID,,,4.85h,,,,212.08h,,,,,,,8377.50h,,,,,,
,PAYLYNX-733,when this ID was used last time?,,,17.08h,,,,218.03h,,,,,,,8377.52h,,,,,,
,PAYLYNX-732,when this ID was used last time?,,,17.12h,,,,218.00h,,,,,,,8377.52h,,,,,,
,PAYLYNX-731,problems with PIS service,,,1.02h,,,,1681.83h,,,,,,,6935.50h,,,,,,
Production bug,PAYLYNX-730,"LT: Montly reports, fee calculation, errors, no reports in email",5/20/25,271.30h,,,,,,45.92h,122.10h,0.02h,,,,8251.88h,,,,,,
,PAYLYNX-729,Worker transactionId missing from notification,,0.00h,,,,,,,,,,,,,,,,,,
,PAYLYNX-728,Worker transactionId missing from notification,5/13/25,111.32h,,,,,,,93.23h,74.02h,19.07h,6.37h,,,,,,8420.20h,,
Production bug,PAYLYNX-727,Mobile payments issue with redirecting back to merchant,,0.28h,,,,,,,43.47h,0.00h,0.00h,3.85h,,,,,,8687.50h,,
,PAYLYNX-726,"RIGASUDE, version 008",,,2.08h,205.83h,,,,,,,,,627.20h,,,,,7919.77h,,
,PAYLYNX-725,"Merchant ID: APDRDARB, domain: www.octa.lv",,,2.67h,15.58h,,,,,,,,,338.30h,,,,,8398.92h,,
,PAYLYNX-724,Rahva raamat issues with mobile app payments,,,2.75h,18.15h,,,,,,,,,,,,,,8734.65h,,
,PAYLYNX-723,Refund Testing: test task AI-722,5/12/25,189.37h,,,,,,,0.00h,,0.00h,121.37h,,,,,,8449.78h,,
,PAYLYNX-722,last time used,,,9.68h,0.00h,,,,,,,,,15.58h,,,,,8737.23h,,
,PAYLYNX-721,"Citadele LT , FAILED payments, EPLT_SVAJONIU_K",,3263.07h,,,,,,,,,,,,,,,,,5519.83h,
,PAYLYNX-720,CORE descrease caching times in test,,8783.52h,,,,,,,,,,,,,,,,,,
,PAYLYNX-719,Issue with new BL certificate for 009 version,,,0.23h,0.22h,,,,,,,,,,,,,,8784.07h,,
Spike,PAYLYNX-718,Ibank fitness project,7/16/25,1250.48h,,,,,,,529.78h,114.30h,,,,,,,,6890.40h,,
,PAYLYNX-717,BERNUUNPUSAUDZU,,,0.45h,,,,,,,,,,255.67h,,,,,8595.30h,,
,PAYLYNX-716,CORE: support template form Edge - user gesture is required.,4/29/25,0.00h,,,,,,,0.05h,5.80h,0.00h,92.15h,,,,,,8760.75h,,
,PAYLYNX-715,EXP old gate links,,0.75h,,,,,,,1.38h,15.48h,0.32h,70.82h,,,,,,8786.17h,,
,PAYLYNX-714,Bite issues with Revolut payment,,,4.72h,,,,,,,,,,,,,,,,8872.67h,
,PAYLYNX-713,WARDEN Hazelcast error,4/25/25,0.00h,,,,,,,0.03h,14.80h,25.48h,2.52h,,,,,,8854.78h,,
,PAYLYNX-712,EXP -exception in received packets log,4/25/25,0.00h,,,,,,,0.38h,17.12h,28.02h,3.05h,,,,,,8851.72h,,
,PAYLYNX-711,who closed this ID,,,1.88h,,,,,,,,,,,,,,,8903.90h,,
,PAYLYNX-710,Refund Testing: AI-727,5/5/25,119.35h,,,,,,,0.00h,,23.60h,143.52h,,,,,,8619.60h,,
,PAYLYNX-709,MAC signature not verified. Data might have been tampered with.,,,0.10h,,,,,,,,,,548.23h,,,,,8376.32h,,
,PAYLYNX-708,Open Query?,,,0.92h,,,,,,,,,,,,,,,8923.90h,,
,PAYLYNX-707,Ikea Issues with PIS service,,,142.72h,191.23h,,,,,,,,,,,,,,8595.33h,,
Spike,PAYLYNX-706,Warden: ISO payment xml mapping,5/15/25,389.90h,,,,,,,77.52h,38.05h,2.72h,68.32h,,,,,,8377.32h,,
,PAYLYNX-705,Warden: SGW messages parsing for status,5/21/25,333.55h,,,,,,,199.85h,22.20h,117.75h,45.22h,,,,,,8235.33h,,
,PAYLYNX-704,Add Procurement No logic to agreement in STAR LT,,9026.63h,,,,,,,,,,,,,,,,,,
,PAYLYNX-703,One time transactions report for RAHANDUSMINISTEERIUM,,,115.43h,,,,,,,,,,,,,,,8950.27h,,
,PAYLYNX-702,Refund testing: testing of AI-656,4/25/25,0.48h,,,,,,,0.00h,,6.38h,210.13h,,,,,,8857.32h,,
,PAYLYNX-701,Change Šiaulių bankas logo/name after rebranding from May 5th,5/6/25,193.47h,,,,,,,45.63h,265.83h,0.23h,11.42h,,,,,,8581.28h,,
Production bug,PAYLYNX-700,CORE: parsing of HUB error failed,4/15/25,0.00h,,,,,,,1.52h,,13.02h,0.00h,,,,,,9100.37h,,
,PAYLYNX-699,Refund MVP1 regression testing before piloting launch,6/17/25,1393.20h,,,,,,,0.12h,,0.00h,135.70h,,,,,,7586.03h,,
,PAYLYNX-698,IPR PartyMDM related AD changes,8/27/25,2710.77h,,,,,,,312.63h,210.55h,,,,,,,,5881.25h,,
,PAYLYNX-697,Skyvault Latency and Regression test (Oracle DB)for PROD,6/13/25,1438.18h,,,,,,,,,,,,,,,,,7678.85h,
,PAYLYNX-696,14.05-16.05 Skyvault Latency and Regression test (Oracle DB)for TEST LV Cycle 2,5/14/25,714.53h,,,,,,,0.00h,,0.00h,7.18h,,,,,,8395.38h,,
,PAYLYNX-695,OPTIKAOC2_cant make payments from EE SWB,,,5.08h,0.02h,,,,,,,,,,,,,,9113.48h,,
,PAYLYNX-694,Refund testing: acquiring task AI-725,4/14/25,1.85h,,,,,,,0.00h,,0.00h,1.07h,,,,,,9117.63h,,
,PAYLYNX-693,Testing task AI-724,4/11/25,0.00h,,,,,,,0.00h,0.00h,0.00h,4.98h,,,,,,9188.45h,,
,PAYLYNX-692,Back to Merchant for Demo,7/9/25,1946.75h,,,,,,,69.48h,122.67h,18.82h,1.95h,,,,,,7054.75h,,
,PAYLYNX-691,Setup usage of new environment,9/23/25,1371.05h,,,,,,,241.83h,,,,,2333.02h,,,,5220.67h,,
,PAYLYNX-690,Core: Setup Hazelcast for DEMO,9/23/25,2544.73h,,,,,,,0.75h,115.10h,,,,1333.40h,,,,5220.68h,,
,PAYLYNX-689,EXP: Setup demo,7/25/25,1354.05h,,,,,,,23.88h,121.80h,1.10h,,,1047.67h,,,,6666.25h,,
,PAYLYNX-688,Core: Adding profiles,7/25/25,989.10h,,,,,,,363.82h,25.05h,66.02h,56.88h,,1047.67h,,,,6666.25h,,
,PAYLYNX-687,Update Demo AD,5/15/25,342.33h,,,,,,,92.60h,403.27h,,,,,,,,8376.75h,,
,PAYLYNX-686,EXP 404 page missing,4/23/25,91.88h,,,,,,,72.72h,143.75h,1.90h,,,,,,,8905.00h,,
,PAYLYNX-685,Refund Testing: test acquiring task AI-723,4/10/25,16.63h,,,,,,,0.00h,0.00h,0.00h,6.83h,,,,,,9212.38h,,
,PAYLYNX-684,MIG_BALTIC_commission fee has increased almost twice times,,,4.83h,16.62h,,,,,,,,,2.55h,,,,,9214.82h,,
,PAYLYNX-683,Setup our new terminal server,4/23/25,0.87h,,,,,,,334.88h,,,,,,,,,8905.27h,,
,PAYLYNX-682,problems with transactions,,,22.47h,2.80h,,,,,,,,,,,,,,9216.40h,,
,PAYLYNX-681,closing ID,,,17.02h,,,,,,,,,,,,,,,9243.53h,,
,PAYLYNX-680,log information,,,1.57h,,,,,,,,,,,,,,,9260.08h,,
,PAYLYNX-679,PFONDS _a problem some customers encounter when making a BankLink payment through Swedbank,,,48.33h,,,,,,,,,,,,,,,9213.93h,,
,PAYLYNX-678,Merchant ID: SKYTECH1,,,69.07h,,,,,,,,,,0.00h,,,,,9213.95h,,
,PAYLYNX-677,when this ID was used last time,,,0.32h,,,,,,,,,,,,,,,9283.65h,,
,PAYLYNX-676,when this ID was used last time?,,,1.03h,,,,,,,,,,,,,,,9283.63h,,
,PAYLYNX-675,CORE: simplify logic for main flow,,4561.43h,,,,,,,4701.07h,,,,,,,,,,,
,PAYLYNX-674,ESDPD_Problems with API,,,1.68h,,,,,,,,,,71.90h,,,,,9214.48h,,
,PAYLYNX-673,please close ID,,,1.05h,,,,,,,,,,,,,,,9288.68h,,
,PAYLYNX-672,what version this client are using?,,,1.15h,,,,,,,,,,,,,,,9289.02h,,
,PAYLYNX-671,Merchant EPLV_CSDD_VAS cannot find 2 payments in receiver account,,,0.00h,138.40h,,,,,,,,,0.35h,,,,,9219.13h,,
,PAYLYNX-670,"when was last time, when this ID was used",,,0.23h,0.15h,,,,,,,,,138.42h,,,,,9219.48h,,
,PAYLYNX-669,when last time used,,,0.05h,0.18h,,,,,,,,,161.37h,,,,,9219.48h,,
,PAYLYNX-668,Core: stop constant name check after worker will take it over,,671.23h,,,,,,,,,,,,,,,,,8736.90h,
,PAYLYNX-667,Warden: onboard to Kafka,7/14/25,2334.35h,,,,,,,2.07h,61.40h,3.37h,70.95h,,,,,,6936.05h,,
,PAYLYNX-666,Core: create endpoint for triggering the name check,7/24/25,2638.73h,,,,,,,5.85h,17.95h,6.43h,44.00h,,,,,,6695.63h,,
,PAYLYNX-665,MB Core: add possibility to change customer id,10/8/25,3910.30h,,,,,,,311.95h,23.30h,9.28h,279.38h,,,,,,4874.52h,,
,PAYLYNX-664,Archiving job PCHN0007 is failing,4/2/25,6.02h,,,,,,,0.00h,,0.00h,,,,,,,9403.47h,,
,PAYLYNX-663,Close: BL Authentication 3005,,9411.17h,,,,,,,,,,,,,,,,,,
Spike,PAYLYNX-662,Documentation: Create network topology diagrams for MBBL,,9412.42h,,,,,,,,,,,,,,,,,,
,PAYLYNX-661,when this ID was used last time,,,1.28h,39.27h,,,,,,,,,0.00h,,,,,9386.57h,,
,PAYLYNX-660,new keys,,,0.00h,1.82h,,,,,,,,,208.08h,,,,,9219.50h,,
,PAYLYNX-659,Refund testing: AI-657,,0.00h,,,,,,,,,,,,,,,,,9456.52h,
,PAYLYNX-658,Refund testing: acquiring task AI-657,4/10/25,24.07h,,,,,,,0.00h,,0.00h,215.60h,,,,,,9216.85h,,
,PAYLYNX-657,Get approvals for Recovery Plan,,888.30h,,,,,,,,,,,,,,,,,8568.85h,
,PAYLYNX-656,Accessibility testing,6/4/25,1438.55h,,,,,,,0.00h,,0.00h,122.00h,,,,,,7896.75h,,
,PAYLYNX-655,Add key generation instructions to our Interactive Demo,,9457.52h,,,,,,,,,,,,,,,,,,
,PAYLYNX-654,Migration: Improve documentation based on Merchants feedback,9/8/25,3867.92h,,,,,,,,,,,,,,,,,5589.73h,
,PAYLYNX-653,Create new Recovery plan,5/7/25,557.17h,,,,,,,308.87h,22.55h,,,,,,,,8569.52h,,
,PAYLYNX-652,Order old DB deletion - DEV and TEST,9/5/25,3579.08h,,,,,,,23.35h,97.43h,96.12h,,,,,,,5662.50h,,
,PAYLYNX-651,Migrate to new DB server in STO part2 - DEV,6/25/25,1536.33h,,,,,,,284.78h,,,,,243.57h,,,,7393.83h,,
,PAYLYNX-650,Migrate to new DB server in STO part1 - DEV,6/18/25,892.23h,,,,,,,477.28h,,,,,527.98h,,,,7561.07h,,
,PAYLYNX-649,Order new DB server to Stockholm DC - DEV,5/7/25,848.00h,,,,,,,29.05h,12.27h,,,,,,,,8569.33h,,
,PAYLYNX-648,"STAR, incorrect view, PBREL273",,49.68h,,,,,,,2.85h,12.15h,0.12h,26.83h,,,,,,9430.95h,,
,PAYLYNX-647,Andele mandele,,,1.93h,66.72h,,,,,,,,,244.17h,,,,,9214.60h,,
,PAYLYNX-646,Sandbox server names sequence in Swagger,,0.05h,,,,,,,0.00h,90.73h,3.78h,0.38h,,,,,,9453.07h,,
,PAYLYNX-645,CORE open FW port to new HUB IPs,4/2/25,18.05h,,,,,,,101.95h,,21.65h,,,,,,,9406.42h,,
,PAYLYNX-644,Setup new network zones,4/23/25,333.85h,,,,,,,311.13h,,0.00h,,,,,,,8905.00h,,
,PAYLYNX-643,when those ID was used last time,,,0.68h,2.98h,,,,,,,,,334.38h,,,,,9214.67h,,
,PAYLYNX-642,when this ID was used last time,,,0.28h,,,,,,,,,,338.50h,,,,,9214.70h,,
,PAYLYNX-641,Fix Refund creditor name,,0.00h,,,,,,,25.67h,27.52h,0.03h,68.72h,,,,,,9453.47h,,
,PAYLYNX-640,Worker: Select is causing deadlocks in DB,6/3/25,18.53h,,,,,,,509.58h,5.82h,59.07h,101.65h,,982.78h,,,,7916.35h,,
,PAYLYNX-639,MDM: change table values to reflect MBBL Agreement type and Status,2/25/26,7801.53h,,,,,,,121.82h,14.83h,1.22h,143.92h,,,,,,1513.07h,,
,PAYLYNX-638,Report of 008 usage&Merchants,4/22/25,548.20h,,,,,,,85.42h,,34.97h,,,,,,,8930.27h,,
,PAYLYNX-637,version?,,,1.83h,0.00h,,,,,,,,,25.42h,,,,,9572.63h,,
,PAYLYNX-636,Perform MBBL agreement data quality check for to be added types,2/24/26,7419.90h,,,,,,,314.88h,,,,,335.77h,,,,1531.93h,,
,PAYLYNX-635,one time report for the data quality validations,,,88.45h,4.25h,,,,,,,,,1.52h,,,,,9596.53h,,
,PAYLYNX-634,<10> create new endpoint in MB Exp includes also swager documentation and testing.,4/14/25,119.18h,,,,,,,339.27h,22.32h,2.52h,92.15h,,,,,,9119.33h,,
,PAYLYNX-633,Payment IDs for which we received a successful callback with a delay,,,3.35h,,,,,,,,,,,,,,,9694.28h,,
,PAYLYNX-632,ID SUKSUTALL,,,1.18h,,,,,,,,,,1491.03h,,,,,8227.92h,,
,PAYLYNX-631,The customer gets an error message: Packet not found,,,2.43h,0.13h,,,,,,,,,,,,,,9735.50h,,
,PAYLYNX-630,CORE: slow status,3/20/25,0.00h,,,,,,,0.08h,0.13h,16.32h,,,,,,,9721.82h,,
,PAYLYNX-629,ERGO INSURANCE SE LIETUVOS FILIALAS 302912288,,,114.42h,,,,,,,,,,,,,,,9624.38h,,
Spike,PAYLYNX-628,"Investigate do we have a ""place"" in bank where we can store documents",7/30/25,2857.08h,,,,,,,331.75h,,,,,,,,,6554.20h,,
,PAYLYNX-627,30.04-02.05 Skyvault Latency + regression test (Oracle DB)for TEST LV Cycle 1,5/6/25,1008.10h,,,,,,,93.77h,,0.00h,60.52h,,,,,,8581.28h,,
,PAYLYNX-626,Client didn`t receive payments,7/21/25,,4.65h,,,,,,,,,,2969.00h,,,,,6746.08h,,
,PAYLYNX-625,AS INBANK FILIALAS (305340173) transactions statistics is needed,,,122.78h,,,,,,,,,,,,,,,9622.07h,,
,PAYLYNX-624,Warden: create automatic job for deletion confirmation,,9304.73h,,,,,,,124.72h,140.63h,214.95h,,,,,,,,,
,PAYLYNX-623,Warden: create automatic job for deletion request,4/7/26,8952.57h,,,,,,,148.68h,13.90h,8.48h,131.20h,,,,,,530.32h,,
,PAYLYNX-622,Warden: fill new table according to Kafka events,3/26/26,8075.90h,,,,,,,607.70h,69.08h,6.20h,164.80h,,,,,,814.43h,,
,PAYLYNX-621,Create endpoint for MBBL agreement data deletion,1/15/26,6618.35h,,,,,,,530.97h,73.97h,25.12h,50.53h,,,,,,2487.32h,,
,PAYLYNX-620,Create new table for disposal events from Baltic GDM,12/19/25,6448.25h,,,,,,,145.05h,48.40h,0.00h,3.43h,,,,,,3141.27h,,
,PAYLYNX-619,Onboard Warden to Kafka ,8/21/25,3763.88h,,,,,,,,,,,,,,,,,6022.67h,
,PAYLYNX-618,Worker cant connect to DB in Test environment,3/25/25,46.30h,,,,,,,132.63h,,,,,,,,,9608.37h,,
,PAYLYNX-617,API V3 jws error in mock shop,3/26/25,97.97h,,,,,,,81.08h,12.27h,0.00h,18.58h,,,,,,9577.57h,,
,PAYLYNX-616,ID: APOLLO payment failures,3/24/25,162.32h,,,,,,,,,,,,,,,,9625.22h,,
,PAYLYNX-615,CORE- alert for DB was not sent to operation center,,0.38h,,,,,,,5.55h,0.00h,0.00h,0.00h,,,,,,9786.87h,,
Production bug,PAYLYNX-614,EXP ex message null,3/25/25,0.02h,,,,,,,0.83h,135.78h,89.80h,30.87h,,,,,,9594.83h,,
,PAYLYNX-613,CORE API - 7-3-1 in LV is sent as structured reference,3/18/25,8.55h,,,,,,,0.35h,56.98h,2.25h,22.05h,,,,,,9769.35h,,
Production bug,PAYLYNX-612,EXP GET instead of POST creates 500,3/19/25,0.50h,,,,,,,0.83h,85.12h,1.33h,45.60h,,,,,,9741.05h,,
,PAYLYNX-611,Refund <8> create integration tests for v3 flow,4/23/25,642.45h,,,,,,,334.88h,,,,,,,,,8905.27h,,
,PAYLYNX-610,ID: TRIOBET,,,310.80h,,,,,,,,,,,,,,,9572.67h,,
Production bug,PAYLYNX-609,EXP missing log for merchant errors,3/18/25,13.35h,,,,,,,22.08h,57.32h,4.28h,21.95h,,,,,,9767.47h,,
,PAYLYNX-608,Testing task: Ibank: auth + pay form is forbidden to be sent,3/13/25,2.95h,,,,,,,,,0.02h,1.85h,,,,,,9884.63h,,
,PAYLYNX-607,Change label for Weekly reports,3/17/25,0.00h,,,,,,,1.05h,0.15h,114.50h,0.00h,,,,,,9793.98h,,
,PAYLYNX-606,Warden to production,3/25/25,3.00h,,,,,,,281.55h,18.07h,12.85h,0.72h,,,,,,9594.83h,,
,PAYLYNX-605,Playground v3 transactions/providers/{bic} endpoint must use PaymentCreationRequestV3.class,3/11/25,0.00h,,,,,,,0.22h,16.15h,0.68h,6.13h,,,,,,9931.02h,,
,PAYLYNX-604,Swedbank Estonia Address Update: E-com PIS VDE - latest 15th SEPT,9/9/25,4220.20h,,,,,,,3.32h,49.45h,21.42h,94.12h,,,,,,5568.37h,,
,PAYLYNX-603,Change VAT rate for Bank Link in EE - June 12th,6/5/25,1900.27h,,,,,,,112.90h,0.00h,0.00h,73.08h,,,,,,7874.07h,,
,PAYLYNX-602,"Merchant ""Balticum TV"" didin't received",,,0.93h,0.65h,,,,,,,,,386.62h,,,,,9572.62h,,
,PAYLYNX-601,AD: Interactive Demo,3/26/25,167.17h,,,,,,,195.23h,22.48h,,,,,,,,9576.35h,,
,PAYLYNX-600,Move MBBL DB to STO datacenter - PLACEHOLDER,,675.50h,,,,,,,,,,,,,,,,,9286.27h,
,PAYLYNX-599,EE Support page - remove document,3/10/25,0.05h,66.75h,0.02h,,,,,,,,,,,,,,9959.43h,,
,PAYLYNX-598,EE Support page - remove document,,0.18h,,,,,,,,,,,,,,,,,10026.28h,
,PAYLYNX-597,it is not possible to make payments with Citadele. Client ID:ESDPD,,,69.60h,,,,,,,,,,165.38h,,,,,9792.48h,,
Spike,PAYLYNX-596,Investigate Estonian address change,,960.30h,,,,,,,,,,,,,,,,,9069.27h,
